# NROWS=4000 NCOLS=4 PARSER=%d,%d,%d,%d
1.000000000000000000e+00,5.675675675675675817e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.685685685685685532e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.695695695695695247e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.705705705705705830e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.715715715715715545e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.725725725725725260e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.735735735735735842e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.745745745745745557e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.755755755755755272e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.765765765765765855e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.775775775775775570e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.785785785785785285e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.795795795795795867e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.805805805805805582e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.815815815815815297e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.825825825825825879e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.835835835835835594e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.845845845845845309e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.855855855855855892e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.865865865865865607e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.875875875875875322e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.885885885885885904e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.895895895895895619e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.905905905905906202e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.915915915915915917e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.925925925925925632e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.935935935935936214e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.945945945945945929e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.955955955955955644e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.965965965965966226e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.975975975975975941e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.985985985985985657e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,5.995995995995996239e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.006006006006005954e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.016016016016015669e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.026026026026026251e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.036036036036035966e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.046046046046045681e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.056056056056056264e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.066066066066065979e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.076076076076075694e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.086086086086086276e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.096096096096095991e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.106106106106105706e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.116116116116116289e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.126126126126126004e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.136136136136135719e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.146146146146146301e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.156156156156156016e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.166166166166165731e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.176176176176176313e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.186186186186186028e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.196196196196195743e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.206206206206206326e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.216216216216216041e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.226226226226225756e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.236236236236236338e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.246246246246246053e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.256256256256255768e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.266266266266266351e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.276276276276276066e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.286286286286285781e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.296296296296296363e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.306306306306306078e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.316316316316315793e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.326326326326326376e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.336336336336336091e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.346346346346345806e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.356356356356356388e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.366366366366366103e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.376376376376375818e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.386386386386386400e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.396396396396396115e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.406406406406406698e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.416416416416416413e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.426426426426426128e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.436436436436436710e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.446446446446446425e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.456456456456456140e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.466466466466466723e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.476476476476476438e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.486486486486486153e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.496496496496496735e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.506506506506506450e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.516516516516516165e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.526526526526526747e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.536536536536536462e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.546546546546546178e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.556556556556556760e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.566566566566566475e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.576576576576576190e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.586586586586586772e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.596596596596596487e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.606606606606606202e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.616616616616616785e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.626626626626626500e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.636636636636636215e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.646646646646646797e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.656656656656656512e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.666666666666666227e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.676676676676676810e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.686686686686686525e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.696696696696696240e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.706706706706706822e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.716716716716716537e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.726726726726726252e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.736736736736736834e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.746746746746746549e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.756756756756756264e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.766766766766766847e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.776776776776776562e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.786786786786786277e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.796796796796796859e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.806806806806806574e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.816816816816816289e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.826826826826826872e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.836836836836836587e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.846846846846846302e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.856856856856856884e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.866866866866866599e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.876876876876876314e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.886886886886886897e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.896896896896896612e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.906906906906906327e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.916916916916916909e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.926926926926926624e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.936936936936937206e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.946946946946946921e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.956956956956956636e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.966966966966967219e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.976976976976976934e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.986986986986986649e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.996996996996997231e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.007007007007006946e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.017017017017016661e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.027027027027027244e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.037037037037036959e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.047047047047046674e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.057057057057057256e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.067067067067066971e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.077077077077076686e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.087087087087087268e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.097097097097096983e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.107107107107106699e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.117117117117117281e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.127127127127126996e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.137137137137136711e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.147147147147147293e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.157157157157157008e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.167167167167166723e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.177177177177177306e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.187187187187187021e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.197197197197196736e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.207207207207207318e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.217217217217217033e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.227227227227226748e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.237237237237237331e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.247247247247247046e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.257257257257256761e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.267267267267267343e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.277277277277277058e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.287287287287286773e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.297297297297297355e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.307307307307307070e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.317317317317316785e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.327327327327327368e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.337337337337337083e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.347347347347346798e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.357357357357357380e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.367367367367367095e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.377377377377376810e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.387387387387387393e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.397397397397397108e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.407407407407406823e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.417417417417417405e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.427427427427427120e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.437437437437437703e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.447447447447447418e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.457457457457457133e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.467467467467467715e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.477477477477477430e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.487487487487487145e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.497497497497497727e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.507507507507507442e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.517517517517517157e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.527527527527527740e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.537537537537537455e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.547547547547547170e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.557557557557557752e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.567567567567567467e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.577577577577577182e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.587587587587587765e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.597597597597597480e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.607607607607607195e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.617617617617617777e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.627627627627627492e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.637637637637637207e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.647647647647647789e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.657657657657657505e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.667667667667667220e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.677677677677677802e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.687687687687687517e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.697697697697697232e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.707707707707707814e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.717717717717717529e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.727727727727727244e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.737737737737737827e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.747747747747747542e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.757757757757757257e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.767767767767767839e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.777777777777777554e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.787787787787787269e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.797797797797797852e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.807807807807807567e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.817817817817818149e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.827827827827827864e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.837837837837837579e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.847847847847847294e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.857857857857857009e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.867867867867868459e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.877877877877878174e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.887887887887887889e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.897897897897897604e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.907907907907907319e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.917917917917917034e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.927927927927928484e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.937937937937938199e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.947947947947947914e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.957957957957957629e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.967967967967967344e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.977977977977977059e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.987987987987988509e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.997997997997998224e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.008008008008007939e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.018018018018017654e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.028028028028027369e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.038038038038037084e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.048048048048048533e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.058058058058058248e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.068068068068067963e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.078078078078077678e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.088088088088087393e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.098098098098097108e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.108108108108108558e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.118118118118118273e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.128128128128127988e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.138138138138137703e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.148148148148147418e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.158158158158157133e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.168168168168168583e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.178178178178178298e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.188188188188188013e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.198198198198197728e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.208208208208207443e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.218218218218218893e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.228228228228228608e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.238238238238238323e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.248248248248248038e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.258258258258257753e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.268268268268267468e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.278278278278278918e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.288288288288288633e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.298298298298298348e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.308308308308308063e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.318318318318317778e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.328328328328327493e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.338338338338338943e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.348348348348348658e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.358358358358358373e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.368368368368368088e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.378378378378377803e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.388388388388387518e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.398398398398398967e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.408408408408408682e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.418418418418418397e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.428428428428428112e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.438438438438437827e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.448448448448447543e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.458458458458458992e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.468468468468468707e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.478478478478478422e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.488488488488488137e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.498498498498497852e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.508508508508507567e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.518518518518519017e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.528528528528528732e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.538538538538538447e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.548548548548548162e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.558558558558557877e-03,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,8.568568568568567592e-03,0.000000000000000000e+00,1.000000000000000000e+00
